vehicleCode,branchCode,type,make,model,year,vehicleClass,vin,vinExceptionType,alternateIdentifier,plateNumber,plateJurisdiction,status,odometerMiles,deviceStatus
SEDEPOT-V-0133,SE-DEPOT,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0133,GA-0133,GA,Available,485227.00,Unknown
SEDEPOT-V-0134,SE-DEPOT,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0134,GA-0134,GA,Available,493146.00,Unknown
SEDEPOT-V-0135,SE-DEPOT,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0135,GA-0135,GA,Available,501065.00,Unknown
SEDEPOT-V-0136,SE-DEPOT,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0136,GA-0136,GA,Available,508984.00,Unknown
SEDEPOT-V-0137,SE-DEPOT,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0137,GA-0137,GA,Available,516903.00,Unknown
SEDEPOT-V-0138,SE-DEPOT,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0138,GA-0138,GA,Available,524822.00,Unknown
SEDEPOT-V-0139,SE-DEPOT,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0139,GA-0139,GA,Available,532741.00,Unknown
SEDEPOT-V-0140,SE-DEPOT,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0140,GA-0140,GA,Maintenance,540660.00,Unknown
SEDEPOT-V-0141,SE-DEPOT,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0141,GA-0141,GA,Available,548579.00,Unknown
SEDEPOT-V-0142,SE-DEPOT,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0142,GA-0142,GA,Available,556498.00,Unknown
SEDEPOT-V-0143,SE-DEPOT,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0143,GA-0143,GA,Available,564417.00,Unknown
SEDEPOT-V-0144,SE-DEPOT,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0144,GA-0144,GA,Available,572336.00,Unknown
SEDEPOT-V-0145,SE-DEPOT,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0145,GA-0145,GA,Available,580255.00,Unknown
SEDEPOT-V-0146,SE-DEPOT,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0146,GA-0146,GA,Available,588174.00,Unknown
SEDEPOT-V-0147,SE-DEPOT,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0147,GA-0147,GA,Available,596093.00,Unknown
SEDEPOT-V-0148,SE-DEPOT,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0148,GA-0148,GA,Available,604012.00,Unknown
SEDEPOT-V-0149,SE-DEPOT,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0149,GA-0149,GA,Available,611931.00,Unknown
SEDEPOT-V-0150,SE-DEPOT,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0150,GA-0150,GA,Available,619850.00,Unknown
SEDEPOT-V-0151,SE-DEPOT,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0151,GA-0151,GA,Available,627769.00,Unknown
SEDEPOT-V-0152,SE-DEPOT,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0152,GA-0152,GA,Available,635688.00,Unknown
SEDEPOT-V-0153,SE-DEPOT,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0153,GA-0153,GA,Available,643607.00,Unknown
SEDEPOT-V-0154,SE-DEPOT,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0154,GA-0154,GA,Available,651526.00,Unknown
SEDEPOT-V-0155,SE-DEPOT,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0155,GA-0155,GA,Available,49445.00,Unknown
SEDEPOT-V-0156,SE-DEPOT,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0156,GA-0156,GA,Available,57364.00,Unknown
SEDEPOT-V-0157,SE-DEPOT,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0157,GA-0157,GA,Available,65283.00,Unknown
SEDEPOT-V-0158,SE-DEPOT,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0158,GA-0158,GA,Available,73202.00,Unknown
SEDEPOT-V-0159,SE-DEPOT,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0159,GA-0159,GA,Available,81121.00,Unknown
SEDEPOT-V-0160,SE-DEPOT,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0160,GA-0160,GA,Maintenance,89040.00,Unknown
SEDEPOT-V-0161,SE-DEPOT,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0161,GA-0161,GA,Available,96959.00,Unknown
SEDEPOT-V-0162,SE-DEPOT,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0162,GA-0162,GA,Available,104878.00,Unknown
SEDEPOT-V-0163,SE-DEPOT,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0163,GA-0163,GA,Available,112797.00,Unknown
SEDEPOT-V-0164,SE-DEPOT,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0164,GA-0164,GA,Available,120716.00,Unknown
SEDEPOT-V-0165,SE-DEPOT,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0165,GA-0165,GA,Available,128635.00,Unknown
SEDEPOT-V-0166,SE-DEPOT,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0166,GA-0166,GA,Available,136554.00,Unknown
SEDEPOT-V-0167,SE-DEPOT,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0167,GA-0167,GA,Available,144473.00,Unknown
SEDEPOT-V-0168,SE-DEPOT,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0168,GA-0168,GA,Available,152392.00,Unknown
SEDEPOT-V-0169,SE-DEPOT,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0169,GA-0169,GA,Available,160311.00,Unknown
SEDEPOT-V-0170,SE-DEPOT,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0170,GA-0170,GA,Available,168230.00,Unknown
SEDEPOT-V-0171,SE-DEPOT,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0171,GA-0171,GA,Available,176149.00,Unknown
SEDEPOT-V-0172,SE-DEPOT,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0172,GA-0172,GA,Available,184068.00,Unknown
SEDEPOT-V-0173,SE-DEPOT,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0173,GA-0173,GA,Available,191987.00,Unknown
SEDEPOT-V-0174,SE-DEPOT,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0174,GA-0174,GA,Available,199906.00,Unknown
SEDEPOT-V-0175,SE-DEPOT,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0175,GA-0175,GA,Available,207825.00,Unknown
SEDEPOT-V-0176,SE-DEPOT,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0176,GA-0176,GA,Available,215744.00,Unknown
SEDEPOT-V-0177,SE-DEPOT,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0177,GA-0177,GA,Available,223663.00,Unknown
SEDEPOT-V-0178,SE-DEPOT,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0178,GA-0178,GA,Available,231582.00,Unknown
SEDEPOT-V-0179,SE-DEPOT,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0179,GA-0179,GA,Available,239501.00,Unknown
SEDEPOT-V-0180,SE-DEPOT,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0180,GA-0180,GA,Maintenance,247420.00,Unknown
SEDEPOT-V-0181,SE-DEPOT,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0181,GA-0181,GA,Available,255339.00,Unknown
SEDEPOT-V-0182,SE-DEPOT,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0182,GA-0182,GA,Available,263258.00,Unknown
SEDEPOT-V-0183,SE-DEPOT,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0183,GA-0183,GA,Available,271177.00,Unknown
SEDEPOT-V-0184,SE-DEPOT,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0184,GA-0184,GA,Available,279096.00,Unknown
SEDEPOT-V-0185,SE-DEPOT,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0185,GA-0185,GA,Available,287015.00,Unknown
SEDEPOT-V-0186,SE-DEPOT,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0186,GA-0186,GA,Available,294934.00,Unknown
SEDEPOT-V-0187,SE-DEPOT,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0187,GA-0187,GA,Available,302853.00,Unknown
SEDEPOT-V-0188,SE-DEPOT,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0188,GA-0188,GA,Available,310772.00,Unknown
SEDEPOT-V-0189,SE-DEPOT,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0189,GA-0189,GA,Available,318691.00,Unknown
SEDEPOT-V-0190,SE-DEPOT,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0190,GA-0190,GA,Available,326610.00,Unknown
SEDEPOT-V-0191,SE-DEPOT,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0191,GA-0191,GA,Available,334529.00,Unknown
SEDEPOT-V-0192,SE-DEPOT,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0192,GA-0192,GA,Available,342448.00,Unknown
SEDEPOT-V-0193,SE-DEPOT,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0193,GA-0193,GA,Available,350367.00,Unknown
SEDEPOT-V-0194,SE-DEPOT,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0194,GA-0194,GA,Available,358286.00,Unknown
SEDEPOT-V-0195,SE-DEPOT,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0195,GA-0195,GA,Available,366205.00,Unknown
SEDEPOT-V-0196,SE-DEPOT,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0196,GA-0196,GA,Available,374124.00,Unknown
SEDEPOT-V-0197,SE-DEPOT,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0197,GA-0197,GA,Available,382043.00,Unknown
SEDEPOT-V-0198,SE-DEPOT,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0198,GA-0198,GA,Available,389962.00,Unknown
SEDEPOT-V-0199,SE-DEPOT,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0199,GA-0199,GA,Available,397881.00,Unknown
SEDEPOT-V-0200,SE-DEPOT,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0200,GA-0200,GA,Maintenance,405800.00,Unknown
WESTHUB-V-0001,WEST-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0001,AZ-0001,AZ,Available,49919.00,Unknown
WESTHUB-V-0002,WEST-HUB,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0002,AZ-0002,AZ,Available,57838.00,Unknown
WESTHUB-V-0003,WEST-HUB,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0003,AZ-0003,AZ,Available,65757.00,Unknown
WESTHUB-V-0004,WEST-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0004,AZ-0004,AZ,Available,73676.00,Unknown
WESTHUB-V-0005,WEST-HUB,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0005,AZ-0005,AZ,Available,81595.00,Unknown
WESTHUB-V-0006,WEST-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0006,AZ-0006,AZ,Available,89514.00,Unknown
WESTHUB-V-0007,WEST-HUB,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0007,AZ-0007,AZ,Available,97433.00,Unknown
WESTHUB-V-0008,WEST-HUB,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0008,AZ-0008,AZ,Available,105352.00,Unknown
WESTHUB-V-0009,WEST-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0009,AZ-0009,AZ,Available,113271.00,Unknown
WESTHUB-V-0010,WEST-HUB,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0010,AZ-0010,AZ,Available,121190.00,Unknown
WESTHUB-V-0011,WEST-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0011,AZ-0011,AZ,Available,129109.00,Unknown
WESTHUB-V-0012,WEST-HUB,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0012,AZ-0012,AZ,Available,137028.00,Unknown
WESTHUB-V-0013,WEST-HUB,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0013,AZ-0013,AZ,Available,144947.00,Unknown
WESTHUB-V-0014,WEST-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0014,AZ-0014,AZ,Available,152866.00,Unknown
WESTHUB-V-0015,WEST-HUB,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0015,AZ-0015,AZ,Available,160785.00,Unknown
WESTHUB-V-0016,WEST-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0016,AZ-0016,AZ,Available,168704.00,Unknown
WESTHUB-V-0017,WEST-HUB,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0017,AZ-0017,AZ,Available,176623.00,Unknown
WESTHUB-V-0018,WEST-HUB,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0018,AZ-0018,AZ,Available,184542.00,Unknown
WESTHUB-V-0019,WEST-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0019,AZ-0019,AZ,Available,192461.00,Unknown
WESTHUB-V-0020,WEST-HUB,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0020,AZ-0020,AZ,Maintenance,200380.00,Unknown
WESTHUB-V-0021,WEST-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0021,AZ-0021,AZ,Available,208299.00,Unknown
WESTHUB-V-0022,WEST-HUB,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0022,AZ-0022,AZ,Available,216218.00,Unknown
WESTHUB-V-0023,WEST-HUB,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0023,AZ-0023,AZ,Available,224137.00,Unknown
WESTHUB-V-0024,WEST-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0024,AZ-0024,AZ,Available,232056.00,Unknown
WESTHUB-V-0025,WEST-HUB,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0025,AZ-0025,AZ,Available,239975.00,Unknown
WESTHUB-V-0026,WEST-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0026,AZ-0026,AZ,Available,247894.00,Unknown
WESTHUB-V-0027,WEST-HUB,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0027,AZ-0027,AZ,Available,255813.00,Unknown
WESTHUB-V-0028,WEST-HUB,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0028,AZ-0028,AZ,Available,263732.00,Unknown
WESTHUB-V-0029,WEST-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0029,AZ-0029,AZ,Available,271651.00,Unknown
WESTHUB-V-0030,WEST-HUB,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0030,AZ-0030,AZ,Available,279570.00,Unknown
WESTHUB-V-0031,WEST-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0031,AZ-0031,AZ,Available,287489.00,Unknown
WESTHUB-V-0032,WEST-HUB,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0032,AZ-0032,AZ,Available,295408.00,Unknown
WESTHUB-V-0033,WEST-HUB,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0033,AZ-0033,AZ,Available,303327.00,Unknown
WESTHUB-V-0034,WEST-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0034,AZ-0034,AZ,Available,311246.00,Unknown
WESTHUB-V-0035,WEST-HUB,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0035,AZ-0035,AZ,Available,319165.00,Unknown
WESTHUB-V-0036,WEST-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0036,AZ-0036,AZ,Available,327084.00,Unknown
WESTHUB-V-0037,WEST-HUB,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0037,AZ-0037,AZ,Available,335003.00,Unknown
WESTHUB-V-0038,WEST-HUB,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0038,AZ-0038,AZ,Available,342922.00,Unknown
WESTHUB-V-0039,WEST-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0039,AZ-0039,AZ,Available,350841.00,Unknown
WESTHUB-V-0040,WEST-HUB,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0040,AZ-0040,AZ,Maintenance,358760.00,Unknown
WESTHUB-V-0041,WEST-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0041,AZ-0041,AZ,Available,366679.00,Unknown
WESTHUB-V-0042,WEST-HUB,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0042,AZ-0042,AZ,Available,374598.00,Unknown
WESTHUB-V-0043,WEST-HUB,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0043,AZ-0043,AZ,Available,382517.00,Unknown
WESTHUB-V-0044,WEST-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0044,AZ-0044,AZ,Available,390436.00,Unknown
WESTHUB-V-0045,WEST-HUB,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0045,AZ-0045,AZ,Available,398355.00,Unknown
WESTHUB-V-0046,WEST-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0046,AZ-0046,AZ,Available,406274.00,Unknown
WESTHUB-V-0047,WEST-HUB,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0047,AZ-0047,AZ,Available,414193.00,Unknown
WESTHUB-V-0048,WEST-HUB,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0048,AZ-0048,AZ,Available,422112.00,Unknown
WESTHUB-V-0049,WEST-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0049,AZ-0049,AZ,Available,430031.00,Unknown
WESTHUB-V-0050,WEST-HUB,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0050,AZ-0050,AZ,Available,437950.00,Unknown
WESTHUB-V-0051,WEST-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0051,AZ-0051,AZ,Available,445869.00,Unknown
WESTHUB-V-0052,WEST-HUB,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0052,AZ-0052,AZ,Available,453788.00,Unknown
WESTHUB-V-0053,WEST-HUB,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0053,AZ-0053,AZ,Available,461707.00,Unknown
WESTHUB-V-0054,WEST-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0054,AZ-0054,AZ,Available,469626.00,Unknown
WESTHUB-V-0055,WEST-HUB,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0055,AZ-0055,AZ,Available,477545.00,Unknown
WESTHUB-V-0056,WEST-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0056,AZ-0056,AZ,Available,485464.00,Unknown
WESTHUB-V-0057,WEST-HUB,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0057,AZ-0057,AZ,Available,493383.00,Unknown
WESTHUB-V-0058,WEST-HUB,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0058,AZ-0058,AZ,Available,501302.00,Unknown
WESTHUB-V-0059,WEST-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0059,AZ-0059,AZ,Available,509221.00,Unknown
WESTHUB-V-0060,WEST-HUB,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0060,AZ-0060,AZ,Maintenance,517140.00,Unknown
WESTHUB-V-0061,WEST-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0061,AZ-0061,AZ,Available,525059.00,Unknown
WESTHUB-V-0062,WEST-HUB,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0062,AZ-0062,AZ,Available,532978.00,Unknown
WESTHUB-V-0063,WEST-HUB,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0063,AZ-0063,AZ,Available,540897.00,Unknown
WESTHUB-V-0064,WEST-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0064,AZ-0064,AZ,Available,548816.00,Unknown
WESTHUB-V-0065,WEST-HUB,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0065,AZ-0065,AZ,Available,556735.00,Unknown
WESTHUB-V-0066,WEST-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0066,AZ-0066,AZ,Available,564654.00,Unknown
WESTHUB-V-0067,WEST-HUB,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0067,AZ-0067,AZ,Available,572573.00,Unknown
WESTHUB-V-0068,WEST-HUB,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0068,AZ-0068,AZ,Available,580492.00,Unknown
WESTHUB-V-0069,WEST-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0069,AZ-0069,AZ,Available,588411.00,Unknown
WESTHUB-V-0070,WEST-HUB,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0070,AZ-0070,AZ,Available,596330.00,Unknown
WESTHUB-V-0071,WEST-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0071,AZ-0071,AZ,Available,604249.00,Unknown
WESTHUB-V-0072,WEST-HUB,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0072,AZ-0072,AZ,Available,612168.00,Unknown
WESTHUB-V-0073,WEST-HUB,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0073,AZ-0073,AZ,Available,620087.00,Unknown
